1004,ALD1137
1008,ALB1143
1012,DZA1149
1016,ASM1155
1020,AND1161
1024,AGO1167
1028,ARG1173
1032,ARM1179
1036,ABW1185
1040,AUS1191
1044,AUT1197
1048,AZE1203
1052,BHR1209
1056,BGD1215
1060,BRB1221
1064,BLR1227
1068,BEL1233
1072,BLZ1239
1076,BEN1245
1080,BMU1251
1084,BTN1257
1088,BOL1263
1092,BIH1269
1096,BWA1275
1100,BRA1281
1104,BRN1287
1108,BGR1293
1112,BFA1299
1116,BDI1305
1120,KHM1311
1124,CMR1317
1128,CAN1323
1132,CPV1329
1136,CYM1335
1140,CAF1341
1144,TCD1347
1148,CHL1353
1152,CHN1359
1156,COL1365
1160,COM1371
1164,COG1377
1168,COD1383
1172,COK1389
1176,CRI1395
1180,HRV1401
1184,CUB1407
1188,CUW1413
1192,CYP1419
1196,CZE1425
1200,DNK1431
1204,DJI1437
1208,DMA1443
1212,DOM1449
1216,TLS1455
1220,ECU1461
1224,EGY1467
1228,SLV1473
1232,GNQ1479
1236,ERI1485
1240,EST1491
1244,ETH1497
1248,FLK1503
1252,FRO1509
1256,FSM1515
1260,FJI1521
1264,FIN1527
1268,FRA1533
1272,PYF1539
1276,GAB1545
1280,GEO1551
1284,DEU1557
1288,GHA1563
1292,GBR1569
1296,GRC1575
1300,GRD1581
1304,GRE1587
1308,GUM1593
1312,GUA1599
1316,GUI1605
1320,GUB1611
1324,GUY1617
1328,HAI1623
1332,HON1629
1336,HKG1635
1340,HUN1641
1344,ICE1647
1348,IND1653
1352,INA1659
1356,IRN1665
1360,IRQ1671
1364,IRL1677
1368,ISM1683
1372,ISR1689
1376,ITA1695
1380,IVC1701
1384,JAM1707
1388,JPN1713
1392,JOR1719
1396,KZH1725
1400,KEY1731
1404,KIR1737
1408,KOS1743
1412,KUW1749
1416,KYG1755
1420,LAO1761
1424,LAT1767
1428,LEB1773
1432,LES1779
1436,LIB1785
1440,LBY1791
1444,LIE1797
1448,LIT1803
1452,LXB1809
