MYT2312,AFG1131
APH9348,ALD1137
APH9348,ALB1143
PAN4738,DZA1149
APH9348,ASM1155
PAN4738,AND1161
PAN4738,AGO1167
TAN7563,ARG1173
BOO8423,ARM1179
BOO8423,ABW1185
TAN7563,AUS1191
MYT2312,AUT1197
BAM7523,AZE1203
BAM7523,BHR1209
TAN7563,BGD1215
APH9348,BRB1221
BAM7523,BLR1227
PUB7458,BEL1233
APH9348,BLZ1239
TAN7563,BEN1245
PUB7458,BMU1251
PUB7458,BTN1257
KRI8347,BOL1263
BAM7523,BIH1269
TAN7563,BWA1275
PUB7458,BRA1281
TAN7563,BRN1287
BOO8423,BGR1293
BAM7523,BFA1299
BOO8423,BDI1305
APH9348,KHM1311
BOO8423,CMR1317
KRI8347,CAN1323
BAM7523,CPV1329
APH9348,CYM1335
BOO8423,CAF1341
BAM7523,TCD1347
BAM7523,CHL1353
PAN4738,CHN1359
TAN7563,COL1365
MYT2312,COM1371
BOO8423,COG1377
BOO8423,COD1383
TAN7563,COK1389
PAN4738,CRI1395
BOO8423,HRV1401
BOO8423,CUB1407
TAN7563,CUW1413
PAN4738,CYP1419
BAM7523,CZE1425
TAN7563,DNK1431
PAN4738,DJI1437
TAN7563,DMA1443
APH9348,DOM1449
PUB7458,TLS1455
BOO8423,ECU1461
PUB7458,EGY1467
BAM7523,SLV1473
APH9348,GNQ1479
BOO8423,ERI1485
KRI8347,EST1491
MYT2312,ETH1497
APH9348,FLK1503
APH9348,FRO1509
PUB7458,FSM1515
MYT2312,FJI1521
APH9348,FIN1527
PAN4738,FRA1533
PAN4738,PYF1539
TAN7563,GAB1545
KRI8347,GEO1551
BOO8423,DEU1557
MYT2312,GHA1563
BAM7523,GBR1569
BOO8423,GRC1575
BOO8423,GRD1581
BOO8423,GRE1587
PAN4738,GUM1593
BAM7523,GUA1599
APH9348,GUI1605
TAN7563,GUB1611
BOO8423,GUY1617
APH9348,HAI1623
APH9348,HON1629
PAN4738,HKG1635
BOO8423,HUN1641
TAN7563,ICE1647
MYT2312,IND1653
TAN7563,INA1659
TAN7563,IRN1665
KRI8347,IRQ1671
PUB7458,IRL1677
TAN7563,ISM1683
PAN4738,ISR1689
PAN4738,ITA1695
PUB7458,IVC1701
TAN7563,JAM1707
PAN4738,JPN1713
MYT2312,JOR1719
KRI8347,KZH1725
KRI8347,KEY1731
TAN7563,KIR1737
PUB7458,KOS1743
BAM7523,KUW1749
KRI8347,KYG1755
KRI8347,LAO1761
APH9348,LAT1767
PUB7458,LEB1773
BOO8423,LES1779
BAM7523,LIB1785
PAN4738,LBY1791
BOO8423,LIE1797
BOO8423,LIT1803
APH9348,LXB1809
PAN4738,MAU1815
PUB7458,MAC1821
BAM7523,MAD1827
PUB7458,MAW1833
TAN7563,MYL1839
BOO8423,MDL1845
BAM7523,MAL1851
TAN7563,MAA1857
PAN4738,MAI1863
BOO8423,MAN1869
MYT2312,MAU1875
PUB7458,MEX1881
PUB7458,MOD1887
BAM7523,MOC1893
KRI8347,MON1899
BOO8423,MOG1905
PAN4738,MOR1911
BOO8423,MOZ1917
PAN4738,MYN1923
BOO8423,NMB1929
BAM7523,NEP1935
KRI8347,NTR1941
BOO8423,NCA1947
TAN7563,NZL1953
BOO8423,NCG1959
PUB7458,NGR1965
APH9348,NIG1971
PUB7458,PRK1977
BOO8423,NCY1983
MYT2312,NMI1989
TAN7563,NRW1995
MYT2312,OMN2001
PUB7458,PAK2007
BAM7523,PAU2013
BAM7523,PAT2019
BOO8423,PAN2025
PAN4738,PNG2031
KRI8347,PRG2037
KRI8347,PER2043
PUB7458,PHP2049
TAN7563,POL2055
MYT2312,PTR2061
BOO8423,PRO2067
TAN7563,QTR2073
KRI8347,ROM2079
BAM7523,RUS2085
BAM7523,RWN2091
APH9348,SKN2097
APH9348,SLU2103
TAN7563,SAM2109
APH9348,SMA2115
TAN7563,STP2121
BOO8423,SAU2127
APH9348,SEN2133
MYT2312,SER2139
KRI8347,SYC2145
KRI8347,SLE2151
BAM7523,SGP2157
BOO8423,SLO2163
BAM7523,SLO2169
BOO8423,SOS2175
KRI8347,SOM2181
APH9348,SOI2187
BAM7523,ZSA2193
KRI8347,SGI2199
PAN4738,KOR2205
PAN4738,SSU2211
BOO8423,ESP2217
APH9348,SRL2223
TAN7563,SUD2229
BOO8423,SUR2235
PAN4738,SWZ2241
TAN7563,SWE2247
APH9348,SWI2253
PAN4738,SYR2259
BOO8423,TWN2265
TAN7563,TAJ2271
APH9348,TAN2277
PUB7458,THA2283
KRI8347,BAH2289
APH9348,GAM2295
BAM7523,TOG2301
KRI8347,TOG2307
PAN4738,TAT2313
KRI8347,TUN2319
PAN4738,TUR2325
KRI8347,TKM2331
KRI8347,TCI2337
BAM7523,TVL2343
BOO8423,UGN2349
APH9348,UKR2355
MYT2312,UAE2361
PUB7458,GRB2367
PAN4738,UVG2373
MYT2312,URG2379
KRI8347,UZB2385
BOO8423,VNT2391
BOO8423,VAT2397
APH9348,VEN2403
MYT2312,VNM2409
TAN7563,WSA2415
PUB7458,YMN2421
BAM7523,ZMB2427
KRI8347,ZMV2433
MYT2312,GUI2439
PUB7458,GUI2445
BOO8423,GUI2451
BAM7523,GUI2457
BOO8423,GUI2463
BOO8423,GUI2469
PAN4738,GUI2475
BOO8423,GUI2481
PAN4738,GUI2487
TAN7563,GUI2493
MYT2312,GUI2499
BOO8423,GUI2505
BOO8423,GUI2511
MYT2312,GUI2517
MYT2312,GUI2523
MYT2312,GUI2529
TAN7563,GUI2535
MYT2312,GUI2541
KRI8347,GUI2547
APH9348,GUB2553
PUB7458,GUB2559
MYT2312,GUB2565
APH9348,GUB2571
BAM7523,GUB2577
PUB7458,GUB2583
MYT2312,GUB2589
BOO8423,GUB2595
MYT2312,GUY2601
PUB7458,GUY2607
PAN4738,GUY2613
PUB7458,GUY2619
PAN4738,GUY2625
PUB7458,GUY2631
KRI8347,GUY2637
MYT2312,GUY2643
APH9348,GUY2649
BAM7523,GUY2655
BOO8423,HAI2661
PUB7458,HAI2667
PAN4738,HAI2673
BOO8423,HAI2679
BAM7523,HAI2685
PUB7458,HAI2691
KRI8347,HAI2697
BOO8423,HAI2703
BAM7523,HAI2709
BOO8423,HON2715
PAN4738,HON2721
PAN4738,HON2727
MYT2312,HON2733
TAN7563,HON2739
MYT2312,HON2745
APH9348,HON2751
KRI8347,HON2757
BAM7523,HON2763
KRI8347,HON2769
BOO8423,HON2775
PAN4738,HON2781
PUB7458,HON2787
TAN7563,HON2793
BOO8423,HON2799
TAN7563,HON2805
PAN4738,HON2811
PAN4738,HON2817
KRI8347,HON2823
BAM7523,HKG2829
APH9348,HUN2835
PUB7458,HUN2841
APH9348,HUN2847
APH9348,HUN2853
APH9348,HUN2859
APH9348,HUN2865
APH9348,HUN2871
MYT2312,HUN2877
PUB7458,HUN2883
MYT2312,HUN2889
BOO8423,HUN2895
PAN4738,HUN2901
APH9348,HUN2907
PAN4738,HUN2913
PUB7458,HUN2919
PUB7458,HUN2925
BAM7523,HUN2931
APH9348,HUN2937
APH9348,HUN2943
BAM7523,HUN2949
PUB7458,ICE2955
MYT2312,ICE2961
PAN4738,ICE2967
BOO8423,ICE2973
APH9348,ICE2979
APH9348,ICE2985
BAM7523,ICE2991
TAN7563,ICE2997
MYT2312,ICE3003
APH9348,IND3009
BAM7523,IND3015
PAN4738,IND3021
APH9348,IND3027
BOO8423,IND3033
MYT2312,IND3039
BOO8423,IND3045
PAN4738,IND3051
PAN4738,IND3057
PAN4738,IND3063
BOO8423,IND3069
APH9348,IND3075
KRI8347,IND3081
KRI8347,IND3087
MYT2312,IND3093
APH9348,IND3099
TAN7563,IND3105
MYT2312,IND3111
BOO8423,IND3117
PAN4738,IND3123
TAN7563,IND3129
BOO8423,IND3135
PUB7458,IND3141
TAN7563,IND3147
TAN7563,IND3153
PUB7458,IND3159
APH9348,IND3165
PUB7458,IND3171
BAM7523,IND3177
PUB7458,IND3183
PUB7458,IND3189
BAM7523,IND3195
BAM7523,IND3201
MYT2312,IND3207
BAM7523,IND3213
TAN7563,IND3219
PAN4738,IND3225
KRI8347,IND3231
BAM7523,IND3237
BAM7523,IND3243
PAN4738,IND3249
APH9348,IND3255
APH9348,IND3261
PUB7458,IND3267
PUB7458,IND3273
BAM7523,IND3279
APH9348,IND3285
TAN7563,IND3291
PAN4738,IND3297
PAN4738,IND3303
TAN7563,IND3309
APH9348,IND3315
PUB7458,IND3321
BOO8423,IND3327
PUB7458,IND3333
BOO8423,IND3339
PUB7458,IND3345
TAN7563,IND3351
PUB7458,IND3357
MYT2312,IND3363
TAN7563,IND3369
BOO8423,IND3375
APH9348,IND3381
BOO8423,IND3387
PAN4738,IND3393
TAN7563,IND3399
BOO8423,IND3405
TAN7563,IND3411
BAM7523,IND3417
BOO8423,IND3423
PAN4738,IND3429
TAN7563,IND3435
BAM7523,IND3441
MYT2312,IND3447
BAM7523,IND3453
PUB7458,IND3459
TAN7563,IND3465
MYT2312,IND3471
PAN4738,IND3477
KRI8347,IND3483
PAN4738,IND3489
PAN4738,IND3495
KRI8347,IND3501
MYT2312,IND3507
