1004,Hotel Russo Palace,4,Good location away from the crouds,Mariehamn
1008,Hotel Russo Palace,5,Great hotel with Jacuzzi bath!,Kruje
1012,Hotel Russo Palace,5,Lugnt l��ge,Jijel
1016,Hotel Russo Palace,5,Good location on the Lido.,Pago Pago
1020,Hotel Russo Palace,5,������ ���������������,Andorra
1024,Hotel Russo Palace,5,Very nice hotel,Mucusso
1028,Hotel Russo Palace,4,Lovely view out onto the lagoon. Excellent view.,de Noviembre
1032,Hotel Russo Palace,4,Lovely view out onto the lagoon. Excellent view.,Ashtarak
1036,Hotel Russo Palace,3,G��nstige Lage,Oranjestad
1040,Hotel Russo Palace,4,Ro og hygge,Central Coast
1044,Hotel Russo Palace,4,Tr��s bon h��tel calme et agr��able.,Bregenz
1048,Hotel Russo Palace,3,It was ok hotel is nice from in and out but room,Gadabay
1052,Hotel Russo Palace,4,Sehr angenehmes Hotel !,Manama
1056,Hotel Russo Palace,4,Tip top,Tangail
1060,Hotel Russo Palace,4,Lugnet p�� Lido,Bridgetown
1064,Hotel Russo Palace,4,Lugnet p�� Lido,Baranavichy
1068,Hotel Russo Palace,4,Nice hotel with very friendly and helpful staff,Mons
1072,Hotel Russo Palace,4,Guter Ausgangspunkt f��r Ausfl��ge,El Cayo
1076,Hotel Russo Palace,4,���������������.,Lokossa
1080,Hotel Russo Palace,1,Hotellihuone oli pettymys,Hamilton
1084,Hotel Russo Palace,1,"Dungeons, Drain Flies and Centipedes",Paro
1088,Hotel Russo Palace,5,Excellent hotel with good access to Venice,Punata
1092,Hotel Russo Palace,4,"Sch��ne Lage, ruhige Gegend",Zenica
1096,Hotel Russo Palace,5,Lovely stay - second time staying at this hotel.,Mochudi
1100,Hotel Russo Palace,5,Tolles Hotel f��r einen St��dtetrip nach Venedig,Grajau
1104,Hotel Russo Palace,5,A good Hotel on the Lido - Quiet location.,Bandar Seri Begawan
1108,Hotel Russo Palace,4,A good Hotel on the Lido - Quiet location.,Lovec
1112,Hotel Russo Palace,4,Sehr sch��nes Hotel auf dem Lido.,Fada Ngourma
1116,Hotel Russo Palace,4,Sehr sch��nes Hotel auf dem Lido.,Cankuzo
1120,Hotel Russo Palace,4,I would come back,Kampong Spoe
1124,Hotel Russo Palace,5,I would come back,Buea
1128,Hotel Russo Palace,4,une belle semaine �� Venise,Selkirk
1132,Hotel Russo Palace,4,Excellent Service,Mindelo
1136,Hotel Russo Palace,4,stayed before and after cruise,George Town
1140,Hotel Russo Palace,3,Good for one night,Mobaye
1144,Hotel Russo Palace,4,"Calme, bien situ�� et correct",Lai
1148,Hotel Russo Palace,5,Best Front Desk Receptionist EVER!!,Rio Verde
1152,Hotel Russo Palace,5,Godt hotel p�� Lidoen i Venedig,Moroni
1156,Hotel Russo Palace,4,������ ������ ���������,Madingou
1160,Hotel Russo Palace,5,Nice Hotel on the quiet part of Lido,Buluko
1164,Hotel Russo Palace,3,Bra til rabattert pris,Rarotonga
1168,Hotel Russo Palace,4,Gezellig hotel,Heredia
1172,Hotel Russo Palace,2,Gezellig hotel,Sibenik
1176,Hotel Russo Palace,3,"Good option, great staff, quiet neighborhood",Ciego de Avila
1180,Hotel Russo Palace,4,Decent Hotel on Lido,Willemstad
1184,Hotel Russo Palace,4,Very pleasant.,Larnaka
1188,Hotel Russo Palace,4,Nice,Usti Nad Labem
1192,Hotel Russo Palace,5,Clean hotel with amazing staff,Vejle
1196,Hotel Russo Palace,4,��������������� ������ ������������!,Dikhil
1200,Hotel Russo Palace,4,Nice hotel,Roseau
1204,Hotel Russo Palace,4,Nice hotel,Sabaneta
1208,Hotel Russo Palace,4,Great view,Dili
1212,Hotel Russo Palace,5,Good pleasant pick,Puyo
1216,Hotel Russo Palace,5,Sch��nes Hotel mit tollem Ausblick,Shibin el Kom
1220,Hotel Russo Palace,4,"Nice hotel, good location.",Ahuachapan
1224,Little Paradise Hotel,5,Hospitality at its Best!,Awasa
1228,Little Paradise Hotel,5,Pure delight!,Fox Bay
1232,Little Paradise Hotel,5,Awesome! Quiet secluded tranquility,Klaksvik
1236,Little Paradise Hotel,5,As the title suggests....,Palikir
1240,Little Paradise Hotel,5,Loved this Wonderful Boutique Hotel!,Nandi
1244,Little Paradise Hotel,5,Lovely place to stay,Hameenlinna
1248,Little Paradise Hotel,5,Appropriately Named Hotel,Annecy
1252,Little Paradise Hotel,5,Just what we needed!,Papeete
1256,Little Paradise Hotel,5,"Really nice room, really nice view, quiet court area of town away from the strip",Ebebiyin
1260,Little Paradise Hotel,5,AN OUTPOST OF ELEGANCE AND RELAXATION,Kutaisi
1264,Little Paradise Hotel,4,Very accommodating,Mainz
1268,Little Paradise Hotel,5,Suuuuper relaxing peaceful,Sunyani
1272,Little Paradise Hotel,5,Perfect,Gibraltar
1276,Little Paradise Hotel,5,A perfect gem,Lamia
1280,Little Paradise Hotel,5,As the name says,Qasigiannguit
1284,Little Paradise Hotel,5,"It is no surprise this is so high on trip advisor. Service, location and setting!",Saint George's
1288,Little Paradise Hotel,4,Very nice boutique hotel,Agana
1292,Little Paradise Hotel,5,Beautiful Boutique Hotel,Salama
1296,Little Paradise Hotel,5,Lovely oasis of rest,Mali
1300,Little Paradise Hotel,0,Lovely oasis of rest,Cacheu
1304,Little Paradise Hotel,4,"Hotel, Motel or BB Either way a very nice stay",Corriverton
1308,Comfort Suites,4,Home away from home,Jeremie
1312,Comfort Suites,1,Discriminatory,Yoro
1316,Comfort Suites,5,Great place to stay in Houston,Hong Kong
1320,Comfort Suites,4,walking distance to NRG Stadium,Veszprem
1324,Comfort Suites,2,Bad dogs with small TV!!!!!!!!!!!,Borgarnes
1328,Comfort Suites,5,Nearest to NRG Stadium!,Panaji
1332,Comfort Suites,5,"This hotel was much improved on our May 8, 2016",Binjai
1336,Comfort Suites,4,Highly recommend,Yasuj
1340,Comfort Suites,4,Great hotel especially for medical visit,Dahuk
1344,Comfort Suites,4,Best place to stay for medical center area.,Ros Comain
1348,Comfort Suites,1,Horrible experience,Douglas
1352,Comfort Suites,5,Great place and accommodating staff,Ramla
1356,Comfort Suites,4,Well maintained,Potenza
1360,Comfort Suites,4,Nice,Touba
1364,Comfort Suites,3,Medical Emergency,Lucea
1368,Thunderbird Executive Inn and Conference Center,3,Old Address For Thunderbird,Okayama
1372,Hawthorn Suites By Wyndham Livermore Wine Country,3,Nice rooms!,Nyeri
1376,Hawthorn Suites By Wyndham Livermore Wine Country,2,Dirty Room,Tarawa
1380,Hawthorn Suites By Wyndham Livermore Wine Country,2,Not that happy,Prizren
1384,Hawthorn Suites By Wyndham Livermore Wine Country,4,Not that happy,Hawalli
1388,Hawthorn Suites By Wyndham Livermore Wine Country,4,Wine!,Tokmak
1392,Hawthorn Suites By Wyndham Livermore Wine Country,5,Just Lovely,Ban Houayxay
1396,Hawthorn Suites By Wyndham Livermore Wine Country,2,Smelly Linens,Rezekne
1400,Hawthorn Suites By Wyndham Livermore Wine Country,5,Outside is rather boring but inside is nice.,B'abda
1404,Hawthorn Suites By Wyndham Livermore Wine Country,5,livermore- Bankhead Theater trip,Teyateyaneng
1408,Hawthorn Suites By Wyndham Livermore Wine Country,5,Excellent,Barclayville
1412,Hawthorn Suites By Wyndham Livermore Wine Country,4,Winetasting Trip,Dirj
1416,Hawthorn Suites By Wyndham Livermore Wine Country,3,Not what I expected,Vaduz
1420,Hawthorn Suites By Wyndham Livermore Wine Country,3,Feedback checked out on 9/20/2015,Panevezys
1424,Hawthorn Suites By Wyndham Livermore Wine Country,5,Willl,Diekirch
1428,Hawthorn Suites By Wyndham Livermore Wine Country,3,Easy overnight stay along the interstate.,Macau
1432,Hawthorn Suites By Wyndham Livermore Wine Country,3,Average.,Tetovo
1436,Hawthorn Suites By Wyndham Livermore Wine Country,5,Overnight Getaway,Sambava
1440,Hawthorn Suites By Wyndham Livermore Wine Country,5,Highway to Hawthorn,Mzimba
1444,Hawthorn Suites By Wyndham Livermore Wine Country,2,Did not live up to our expectations,Kangar
1448,Hawthorn Suites By Wyndham Livermore Wine Country,5,Did not live up to our expectations,Male
1452,Hawthorn Suites By Wyndham Livermore Wine Country,4,Tournament Notice at the Hotel,Goundam
1456,Hawthorn Suites By Wyndham Livermore Wine Country,4,Tournament Notice at the Hotel,Valletta
1460,Hawthorn Suites By Wyndham Livermore Wine Country,3,Being renovated....,Majuro
1464,Hawthorn Suites By Wyndham Livermore Wine Country,5,"efficient and well-sorted comfortable, safe place",Fderik
1468,Hawthorn Suites By Wyndham Livermore Wine Country,4,will,Curepipe
1472,Hawthorn Suites By Wyndham Livermore Wine Country,5,Catherine is the best!,Vicente Guerrero
1476,Hawthorn Suites By Wyndham Livermore Wine Country,4,Great Hotel with a Bad Breakfast,Dubasari
1480,Hawthorn Suites By Wyndham Livermore Wine Country,4,Clean and comfortable stay near downtown Livermore,Monaco
1484,Hawthorn Suites By Wyndham Livermore Wine Country,4,Nice place to stay,Suchboatar
1488,Hawthorn Suites By Wyndham Livermore Wine Country,4,"Great Experience, friendly staff!",Podgorica
1492,Hawthorn Suites By Wyndham Livermore Wine Country,5,"Great Experience, friendly staff!",Ksar El Kebir
1496,Hawthorn Suites By Wyndham Livermore Wine Country,5,Great hotel. Convenient Location. Excellent service.,Moatize
1500,Hawthorn Suites By Wyndham Livermore Wine Country,5,Highly Recommend,Loikaw
1504,Hawthorn Suites By Wyndham Livermore Wine Country,5,Wish We Could Have Stayed Longer!,Omaruru
1508,Hawthorn Suites By Wyndham Livermore Wine Country,3,"Clean, Attractive, Friendly",Sallyan
1512,Hawthorn Suites By Wyndham Livermore Wine Country,4,Excellent for the price.,Assen
1516,Hawthorn Suites By Wyndham Livermore Wine Country,4,I'll be back the next time I'm in Livermore,Noumea
1520,Hawthorn Suites By Wyndham Livermore Wine Country,3,Vroom Vroom,Greymouth
1524,Hawthorn Suites By Wyndham Livermore Wine Country,3,Please fix the curtains!!,Somoto
1528,Hawthorn Suites By Wyndham Livermore Wine Country,4,Needs better cleaning service.,Goure
1532,Hawthorn Suites By Wyndham Livermore Wine Country,2,Mediocre,Umuahia
1536,Hawthorn Suites By Wyndham Livermore Wine Country,5,A Great Stay at Hawthorn Suites.,Sariwon
1540,Hawthorn Suites By Wyndham Livermore Wine Country,5,"One night only, but a nice one. New renno's high quality...",Kyrenia
1544,Hawthorn Suites By Wyndham Livermore Wine Country,5,graduation,Capitol Hill
1548,Hawthorn Suites By Wyndham Livermore Wine Country,5,Fantastic experience,Arendal
1552,Hawthorn Suites By Wyndham Livermore Wine Country,2,Dirty room,Alayat Samail
1556,Hawthorn Suites By Wyndham Livermore Wine Country,5,Dirty room,Parachinar
1560,Hawthorn Suites By Wyndham Livermore Wine Country,5,Great stay!,Koror
1564,Hawthorn Suites By Wyndham Livermore Wine Country,2,Another Disappointment,Ramallah
1568,Hawthorn Suites By Wyndham Livermore Wine Country,5,Family visit,El Porvenir
1572,Hawthorn Suites By Wyndham Livermore Wine Country,5,Family visit,Wabag
1576,Hawthorn Suites By Wyndham Livermore Wine Country,3,Livermore Hawthorn,Mariscal Jose F. Estigarribia
1580,Hawthorn Suites By Wyndham Livermore Wine Country,4,"Fine, Fine Hotel",Ferrenafe
1584,Hawthorn Suites By Wyndham Livermore Wine Country,5,Will definitely stay again!,San Carlos
1588,Hawthorn Suites By Wyndham Livermore Wine Country,5,An enjoyable stay,Olsztyn
1592,Hawthorn Suites By Wyndham Livermore Wine Country,4,Great for the price!!,Aveiro
1596,Hawthorn Suites By Wyndham Livermore Wine Country,4,"A nice hotel, it was undergoing renovation when I stayed so...",Ponce
1600,Hawthorn Suites By Wyndham Livermore Wine Country,5,"A nice hotel, it was undergoing renovation when I stayed so...",Doha
1604,Hawthorn Suites By Wyndham Livermore Wine Country,5,Great Staff,Targu Jiu
1608,Hawthorn Suites By Wyndham Livermore Wine Country,5,"Impeccable, Comfortable, and Excellent Breakfast!",Nazran
1612,Hawthorn Suites By Wyndham Livermore Wine Country,5,I was at the hotel for a wedding and all of the staff...,Gikongoro
1616,Hawthorn Suites By Wyndham Livermore Wine Country,3,Not too bad for the price,Basseterre
1620,Hawthorn Suites By Wyndham Livermore Wine Country,5,Not too bad for the price,Castries
1624,Hawthorn Suites By Wyndham Livermore Wine Country,2,Our family reserved 6 rooms for 2-4 days for a family...,Apia
1628,Hawthorn Suites By Wyndham Livermore Wine Country,5,For a night,San Marino
1632,Hawthorn Suites By Wyndham Livermore Wine Country,1,"Sheets were filthy, jacuzzi was freezing with bugs in it...",Santo Antonio
1636,Hawthorn Suites By Wyndham Livermore Wine Country,4,Great Location,An Nabk
1640,Hawthorn Suites By Wyndham Livermore Wine Country,2,Gravely disappointed,Fatick
1644,Hawthorn Suites By Wyndham Livermore Wine Country,4,Short but sweet stay,Subotica
1648,Hawthorn Suites By Wyndham Livermore Wine Country,3,Solid/good not great,Victoria
1652,Hawthorn Suites By Wyndham Livermore Wine Country,5,Business Travel,Makeni
1656,Hawthorn Suites By Wyndham Livermore Wine Country,5,Accommodating/Relaxing,Singapore
1660,Hawthorn Suites By Wyndham Livermore Wine Country,4,clean,Banska Bystrica
1664,Hawthorn Suites By Wyndham Livermore Wine Country,4,Good Value,Maribor
1668,Hawthorn Suites By Wyndham Livermore Wine Country,3,I expected more from a Wyndham hotel......bathroom was very...,Gizo
1672,Hawthorn Suites By Wyndham Livermore Wine Country,5,Home away from home!,Xuddur
1676,Hawthorn Suites By Wyndham Livermore Wine Country,5,A great place to stay just got better,Laascaanood
1680,Hawthorn Suites By Wyndham Livermore Wine Country,4,Good experience,Qacha's Nek
1684,Hawthorn Suites By Wyndham Livermore Wine Country,3,"Average hotel, average stay",Grytviken
1688,Hawthorn Suites By Wyndham Livermore Wine Country,5,Perfect pairing!,Eumseong
1692,Hawthorn Suites By Wyndham Livermore Wine Country,4,Wine Tasting,Bentiu
1696,Hawthorn Suites By Wyndham Livermore Wine Country,1,Hotel stay gone wrong,Merida
1700,Hawthorn Suites By Wyndham Livermore Wine Country,5,kathy- great hotel,Trincomalee
1704,Hawthorn Suites By Wyndham Livermore Wine Country,1,Horrific experience,Ed Damazin
1708,Hawthorn Suites By Wyndham Livermore Wine Country,3,Neither awesome nor awful.,Onverwacht
1712,Fairfield Inn By Marriott Binghamton,4,Would stay here again,Delemont
1716,Fairfield Inn By Marriott Binghamton,1,Dont stay here,Dar'a
1720,Fairfield Inn By Marriott Binghamton,5,Good Stay,Bade
1724,Fairfield Inn By Marriott Binghamton,5,Nice hotel very clean,Leninobod
1728,Fairfield Inn By Marriott Binghamton,3,Small spaces,Wete
1732,Fairfield Inn By Marriott Binghamton,5,Small spaces,Mae Hong Son
1736,Fairfield Inn By Marriott Binghamton,5,Tr��s bon choix,Freeport
1740,Fairfield Inn By Marriott Binghamton,5,Thanks to the staff at Fairfield Inn!,Georgetown
1744,Fairfield Inn By Marriott Binghamton,4,Clean hotel,Bassar
1748,Fairfield Inn By Marriott Binghamton,2,Don't stay here,Neiafu
1752,Fairfield Inn By Marriott Binghamton,4,a nice place to stay,San Fernando
