1848931,AFG334
1893511,ALD724
6691488,ALB962
2006599,DZA145
2543213,ASM961
6672721,AND942
3255281,AGO391
3536651,ARG153
3928143,ARM421
2164303,ABW895
2090789,AUS771
4459747,AUT912
1341969,AZE35
1873242,BHR811
3692239,BGD673
3673192,BRB711
2692853,BLR547
2399162,BEL757
1989750,BLZ723
1898870,BEN778
1822769,BMU190
4593808,BTN106
4735649,BOL264
4228456,BIH805
2189381,BWA370
4926933,BRA101
5106776,BRN629
5005182,BGR954
3492459,BFA966
3821783,BDI308
1906285,KHM626
4550516,CMR538
3491596,CAN929
3845643,CPV115
1884434,CYM704
1966471,CAF306
4466493,TCD21
2313874,CHL72
6579429,CHN777
959392,COL512
5488760,COM161
1163601,COG767
3511656,COD31
6414893,COK150
1341964,CRI966
3974985,HRV191
4183358,CUB457
6383535,CUW383
2410350,CYP209
6639178,CZE588
3434921,DNK506
3983068,DJI168
3970879,DMA762
2527586,DOM359
1464665,TLS548
2351479,ECU41
3163232,EGY291
4926708,SLV20
4994422,GNQ348
2302976,ERI484
3431495,EST53
2054574,ETH938
984149,FLK127
1355744,FRO893
3193232,FSM807
2481332,FJI617
897077,FIN309
1803549,FRA451
2721898,PYF519
1627976,GAB303
4895356,GEO844
3675016,DEU702
5888172,GHA93
6662925,GBR587
3619102,GRC448
3525760,GRD618
2195982,GRE798
3915252,GUM798
2614475,GUA472
715328,GUI292
2080693,GUB190
1742843,GUY191
949630,HAI156
2496074,HON634
4890774,HKG328
6784045,HUN886
1951135,ICE869
742795,IND416
3221299,INA322
4053392,IRN699
3667962,IRQ892
2394887,IRL712
963244,ISM3
3606095,ISR688
2436089,ITA255
6480295,IVC585
938849,JAM88
2492404,JPN757
2645243,JOR169
4225387,KZH189
3692242,KEY368
2425700,KIR555
3405527,KOS441
6001602,KUW60
1838953,KYG139
1972874,LAO996
6637413,LAT549
1526892,LEB949
5416365,LES297
3682265,LIB105
6782137,LBY455
4542176,LIE701
6562472,LIT786
1747470,LXB355
3389402,MAU912
3737108,MAC945
4056423,MAD321
3609703,MAW982
3157057,MYL196
4942975,MDL161
959367,MAL173
4921286,MAA659
2718343,MAI253
3193758,MAN510
4880509,MAU186
4698159,MEX22
3245396,MOD787
6476958,MOC391
956974,MON477
1346404,MOG824
3687258,MOR372
3700892,MOZ70
2692890,MYN518
2445458,NMB270
4366740,NEP192
6511364,NTR480
4374280,NCA802
2718348,NZL625
6224846,NCG23
1745660,NGR181
3966470,NIG505
692688,PRK31
3692932,NCY222
3538757,NMI900
2436509,NRW413
2325012,OMN170
1757317,PAK711
3928065,PAU667
5510995,PAT140
1344948,PAN624
5804033,PNG576
3982952,PRG302
3245217,PER678
3165100,PHP484
4886830,POL119
4131092,PTR87
1852317,PRO10
1946592,QTR315
4341629,ROM43
4736268,RUS109
1357545,RWN565
3504621,SKN474
959493,SLU629
4946190,SAM520
3674572,SMA123
2671266,STP261
2074316,SAU264
4597968,SEN116
3832873,SER11
2078252,SYC547
3255298,SLE790
6390863,SGP763
1874924,SLO662
6541714,SLO713
3692105,SOS365
1040375,SOM200
2489583,SOI303
3674812,ZSA324
4498882,SGI113
3975459,KOR850
2716958,SSU993
3848176,ESP540
3675006,SRL835
1928714,SUD350
2267094,SUR556
2718511,SWZ357
3737164,SWE337
1495640,SWI361
6155984,SYR617
4057723,TWN696
3187243,TAJ423
1360039,TAN565
959900,THA296
1775354,BAH962
1929525,GAM654
3725643,TOG369
3326620,TOG607
2291706,TAT635
4506956,TUN675
3328530,TUR142
2623096,TKM741
4942678,TCI825
2263218,TVL626
2171344,UGN783
2468301,UKR279
783828,UAE734
1006122,GRB556
4743806,USA705
2519154,USA881
1340289,UVG641
6673331,URG142
3692638,UZB877
1439698,VNT752
4367034,VAT673
2515785,VEN875
2372382,VNM610
5646585,WSA112
2632691,YMN831
1877148,ZMB685
1965547,ZMV589
959430,GUI353
4366432,GUI740
2044011,GUI335
1308103,GUI605
4908870,GUI503
1889649,GUI608
4611556,GUI549
4942667,GUI627
3953454,GUI129
6516212,GUI174
2430199,GUI215
4431509,GUI992
1396440,GUI392
959852,GUI428
6639489,GUI75
1795347,GUI970
2723531,GUI604
715329,GUI663
4107108,GUI10
1874934,GUB240
3675009,GUB619
1907279,GUB704
3595086,GUB750
4226090,GUB539
3570161,GUB98
2642397,GUB648
3504673,GUB913
1053024,GUY712
3160283,GUY769
1950786,GUY985
6783464,GUY865
4507284,GUY508
1009454,GUY601
2520807,GUY472
4993559,GUY570
4164711,GUY103
1465310,GUY600
3915328,HAI565
3207110,HAI347
2562258,HAI637
4944437,HAI49
2650161,HAI342
1891474,HAI221
2295912,HAI888
3684986,HAI949
4041485,HAI620
3434925,HON536
3346325,HON226
4943025,HON853
2304523,HON748
959384,HON257
1372138,HON955
4542477,HON411
1362175,HON1
3247506,HON584
1363704,HON342
959690,HON142
4578119,HON72
1898059,HON173
1854705,HON705
984120,HON375
2567164,HON36
1833764,HON814
1900027,HON652
1850849,HON482
3382746,HKG131
3443865,HUN625
2017328,HUN186
742789,HUN662
1593111,HUN353
2297647,HUN8
1023713,HUN454
2443262,HUN303
984132,HUN124
1320204,HUN109
2403402,HUN80
6033494,HUN50
1898062,HUN264
6405305,HUN643
2657854,HUN561
1800586,HUN282
6688153,HUN220
844668,HUN831
3692885,HUN259
695476,HUN971
2651985,HUN781
2517770,ICE685
5954088,ICE589
6678048,ICE37
3973647,ICE234
959426,ICE959
984146,ICE269
5794388,ICE58
5608383,ICE264
1234237,ICE555
3163214,IND39
1893165,IND82
2463386,IND710
2306179,IND380
3674897,IND541
4342151,IND110
2367765,IND788
4888855,IND956
1947809,IND8
850342,IND723
794692,IND184
3674691,IND71
3726767,IND71
1932636,IND153
718308,IND825
6168342,IND650
3970491,IND693
959420,IND116
929127,IND528
3532961,IND421
1041584,IND816
2310115,IND666
4216638,IND964
1340108,IND21
3294045,IND64
4104422,IND902
2627919,IND941
4185678,IND423
1908653,IND268
2632097,IND907
2108371,IND12
1341959,IND114
3457374,IND556
6034170,IND996
2349140,IND345
2436085,IND491
959733,IND114
2489846,IND722
2059238,IND52
2263551,IND238
3673980,IND866
3792542,IND486
2262663,IND633
3691994,IND146
4282606,IND925
1969474,IND602
2016220,IND830
2346479,IND278
1580926,IND448
3674756,IND315
2632517,IND567
5971586,IND418
5929081,IND851
1977941,IND449
1099437,IND229
2718409,IND560
3674926,IND655
2498375,IND361
984155,IND146
2642114,IND188
959456,IND663
2614594,IND521
5499085,IND528
1912050,IND905
3418521,IND962
1877144,IND549
2718352,IND923
3737140,IND925
2623093,IND336
2656793,IND393
4183374,IND164
6736232,IND135
2519174,IND4
4724166,IND664
1220678,IND568
