AFG-ALD-30,Qal eh-ye,Mariehamn,Airline,Economy Class,4383
AFG-ALB-36,Qal eh-ye,Kruje,Airline,Business Class,3777
AFG-DZA-42,Qal eh-ye,Jijel,Airline,Business Class,4793
AFG-ASM-48,Qal eh-ye,Pago Pago,Airline,Economy Class,4386
AFG-AND-54,Qal eh-ye,Andorra,Airline,Business Class,3649
AFG-AGO-60,Qal eh-ye,Mucusso,Airline,Business Class,3362
AFG-ARG-66,Qal eh-ye,de Noviembre,Airline,Business Class,3690
AFG-ARM-72,Qal eh-ye,Ashtarak,Airline,Economy Class,4763
AFG-ABW-78,Qal eh-ye,Oranjestad,Airline,Economy Class,3540
AFG-AUS-84,Qal eh-ye,Central Coast,Airline,Economy Class,4172
AFG-AUT-90,Qal eh-ye,Bregenz,Airline,Economy Class,4211
AFG-AZE-96,Qal eh-ye,Gadabay,Airline,Business Class,3567
AFG-BHR-102,Qal eh-ye,Manama,Airline,Economy Class,4782
AFG-BGD-108,Qal eh-ye,Tangail,Airline,Business Class,3862
AFG-BRB-114,Qal eh-ye,Bridgetown,Airline,Business Class,3067
AFG-BLR-120,Qal eh-ye,Baranavichy,Airline,Economy Class,4929
AFG-BEL-126,Qal eh-ye,Mons,Airline,Economy Class,3022
AFG-BLZ-132,Qal eh-ye,El Cayo,Airline,Business Class,4069
AFG-BEN-138,Qal eh-ye,Lokossa,Airline,Economy Class,4393
AFG-BMU-144,Qal eh-ye,Hamilton,Airline,Economy Class,4011
AFG-BTN-150,Qal eh-ye,Paro,Airline,Business Class,3229
AFG-BOL-156,Qal eh-ye,Punata,Airline,Business Class,3421
AFG-BIH-162,Qal eh-ye,Zenica,Airline,Business Class,4784
AFG-BWA-168,Qal eh-ye,Mochudi,Airline,Economy Class,4198
AFG-BRA-174,Qal eh-ye,Grajau,Airline,Economy Class,3315
AFG-BRN-180,Qal eh-ye,Bandar Seri Begawan,Airline,Economy Class,3413
AFG-BGR-186,Qal eh-ye,Lovec,Airline,Economy Class,3091
AFG-BFA-192,Qal eh-ye,Fada Ngourma,Airline,Business Class,4956
AFG-BDI-198,Qal eh-ye,Cankuzo,Airline,Economy Class,3862
AFG-KHM-204,Qal eh-ye,Kampong Spoe,Airline,Business Class,3996
AFG-CMR-210,Qal eh-ye,Buea,Airline,Business Class,3305
AFG-CAN-216,Qal eh-ye,Selkirk,Airline,Business Class,4084
AFG-CPV-222,Qal eh-ye,Mindelo,Airline,Business Class,3336
AFG-CYM-228,Qal eh-ye,George Town,Airline,Business Class,3846
AFG-CAF-234,Qal eh-ye,Mobaye,Airline,Business Class,4313
AFG-TCD-240,Qal eh-ye,Lai,Airline,Business Class,3124
AFG-CHL-246,Qal eh-ye,Rio Verde,Airline,Business Class,4582
AFG-CHN-252,Qal eh-ye,Yumen,Airline,Business Class,3814
AFG-COL-258,Qal eh-ye,Yopal,Airline,Economy Class,4434
AFG-COM-264,Qal eh-ye,Moroni,Airline,Economy Class,3043
AFG-COG-270,Qal eh-ye,Madingou,Airline,Economy Class,4087
AFG-COD-276,Qal eh-ye,Buluko,Airline,Economy Class,4276
AFG-COK-282,Qal eh-ye,Rarotonga,Airline,Economy Class,4788
AFG-CRI-288,Qal eh-ye,Heredia,Airline,Business Class,4403
AFG-HRV-294,Qal eh-ye,Sibenik,Airline,Business Class,3754
AFG-CUB-300,Qal eh-ye,Ciego de Avila,Airline,Economy Class,4932
AFG-CUW-306,Qal eh-ye,Willemstad,Airline,Economy Class,4676
AFG-CYP-312,Qal eh-ye,Larnaka,Airline,Economy Class,4739
AFG-CZE-318,Qal eh-ye,Usti Nad Labem,Airline,Economy Class,3226
AFG-DNK-324,Qal eh-ye,Vejle,Airline,Business Class,3094
AFG-DJI-330,Qal eh-ye,Dikhil,Airline,Economy Class,3795
AFG-DMA-336,Qal eh-ye,Roseau,Airline,Economy Class,4434
